dataset,model,na,nb,nk,alpha,n_params,val_FIT_1step,val_FIT_sim,val_robust_score,val_block_mean_FIT_sim,val_block_std_FIT_sim,val_block_FIT_sim
new_identifiable_data,ARX_na2_nb5_nk1_alpha0.1,2,5,1,0.1,83,97.01127830620355,87.13549901595611,81.79285792401278,83.21748828334935,2.8492607186731465,"[80.0899447950256, 85.08338823301608, 86.88262739510064, 80.8139927102551]"
new_identifiable_data,ARX_na2_nb5_nk1_alpha0.01,2,5,1,0.01,83,97.01127165232201,87.13421980139232,81.79143399849136,83.21618676537105,2.849505533759397,"[80.08632704797449, 85.08138672847335, 86.88200079837736, 80.81503248665899]"
new_identifiable_data,ARX_na2_nb5_nk1_alpha0.001,2,5,1,0.001,83,97.01126879810455,87.1339236330513,81.79103308904806,83.21584320556855,2.8496202330409712,"[80.08570306369187, 85.08093241108861, 86.88191691813842, 80.81482042935528]"
new_identifiable_data,ARX_na2_nb5_nk1_alpha0,2,5,1,0.0,83,97.01126739003443,87.13387875704021,81.7909699407651,83.21578982967249,2.8496397778147995,"[80.08561571534194, 85.08086275453107, 86.88190762675872, 80.81477322205821]"
new_identifiable_data,ARX_na12_nb3_nk1_alpha0.01,12,3,1,0.01,61,97.01138216827576,87.13354791600361,81.78930125333255,83.2271833953325,2.8757642839998923,"[80.03938814511591, 85.11293470378948, 86.92076391952978, 80.83564681289485]"
new_identifiable_data,ARX_na12_nb3_nk1_alpha0.001,12,3,1,0.001,61,97.01138012655748,87.13356973967991,81.78925707427321,83.2271981431129,2.875882137679392,"[80.03928112045047, 85.11311805129574, 86.92086700723574, 80.83552639346962]"
new_identifiable_data,ARX_na12_nb3_nk1_alpha0,12,3,1,0.0,61,97.01137847090678,87.13356940961732,81.78924656723223,83.2271964159908,2.8758996975171667,"[80.0392561210064, 85.11314290783079, 86.92087674297349, 80.83550989215253]"
new_identifiable_data,ARX_na12_nb3_nk1_alpha0.1,12,3,1,0.1,61,97.01138345120499,87.1327326599716,81.78859391009753,83.2262838468408,2.8753798734865406,"[80.0384692768903, 85.1111876128716, 86.91973082064422, 80.83574767695706]"
new_identifiable_data,ARX_na3_nb5_nk1_alpha0.1,3,5,1,0.1,84,97.0113418794796,87.13030392770924,81.78642704463701,83.21192069088585,2.850987292497672,"[80.07876558427266, 85.07266198997063, 86.88325334286235, 80.81300184643779]"
new_identifiable_data,ARX_na2_nb3_nk2_alpha0,2,3,2,0.0,51,97.0114092784003,87.12897447153574,81.78579320080017,83.20526527545827,2.8389441493162058,"[80.07799748811718, 85.107186411611, 86.82547667247167, 80.81040052963327]"
new_identifiable_data,ARX_na2_nb3_nk2_alpha0.001,2,3,2,0.001,51,97.0114104262779,87.12895692637144,81.78576487425721,83.20524353581122,2.8389573231080067,"[80.07800066360983, 85.10712340323731, 86.82551231632758, 80.81033776007017]"
new_identifiable_data,ARX_na2_nb3_nk2_alpha0.1,2,3,2,0.1,51,97.01146495234562,87.12901171228751,81.78571031011079,83.20519523208654,2.8389698439515025,"[80.07996328103641, 85.10610685743765, 86.82642329166458, 80.8082874982075]"
new_identifiable_data,ARX_na2_nb3_nk2_alpha0.01,2,3,2,0.01,51,97.01142022571749,87.12883545942806,81.78556763789454,83.20508942720417,2.839043578619247,"[80.0780780559588, 85.10665399045156, 86.82577442682606, 80.80985123558028]"
new_identifiable_data,ARX_na2_nb2_nk2_alpha0.1,2,2,2,0.1,35,97.0116901015098,87.13013922164362,81.78537504056912,83.2091398579627,2.847529634787147,"[80.02577072624804, 85.13313756503761, 86.82253849931757, 80.85511264124757]"
new_identifiable_data,ARX_na3_nb5_nk1_alpha0.01,3,5,1,0.01,84,97.01133532495626,87.12900404130627,81.78498059186545,83.2105983251688,2.85123546660672,"[80.07510218211202, 85.0706157911415, 86.8826210040936, 80.8140543233281]"
new_identifiable_data,ARX_na3_nb5_nk1_alpha0.001,3,5,1,0.001,84,97.01133236423715,87.12872116128871,81.78459612154055,83.21026897750784,2.851345711934571,"[80.07450750327017, 85.0701885959979, 86.88253515970541, 80.81384465105785]"
new_identifiable_data,ARX_na3_nb5_nk1_alpha0,3,5,1,0.0,84,97.01133093925142,87.12867873800255,81.78453598267407,83.21021821533881,2.8513644653294916,"[80.07442557238049, 85.07012395806115, 86.88252557689155, 80.81379775402209]"
new_identifiable_data,ARX_na8_nb3_nk1_alpha0.01,8,3,1,0.01,57,97.01161771690967,87.13001849922254,81.78386323239974,83.21657817896872,2.8654298931379474,"[80.0459898661592, 85.11881453995973, 86.8812047922183, 80.82030351753767]"
new_identifiable_data,ARX_na8_nb3_nk1_alpha0.001,8,3,1,0.001,57,97.01161581579437,87.13000819629706,81.78379229233454,83.21655739684113,2.865530209013177,"[80.04585671427813, 85.11893902500074, 86.88125633358877, 80.82017751449683]"
new_identifiable_data,ARX_na8_nb3_nk1_alpha0,8,3,1,0.0,57,97.0116141901635,87.13000255226902,81.78377720257295,83.21654975050394,2.865545095862002,"[80.0458272424239, 85.11895398003537, 86.88125802170471, 80.82015975785181]"
new_identifiable_data,ARX_na8_nb3_nk1_alpha0.1,8,3,1,0.1,57,97.01161888437775,87.12926507722865,81.78319254185362,83.21574670007382,2.8651083164404088,"[80.04509913231497, 85.11716646573439, 86.88033666775736, 80.82038453448855]"
new_identifiable_data,ARX_na2_nb2_nk2_alpha0,2,2,2,0.0,35,97.0116190055115,87.12731254845255,81.78250406081528,83.20620926859827,2.847410415565975,"[80.01929148449983, 85.12855635505869, 86.82006731404958, 80.85692192078501]"
new_identifiable_data,ARX_na2_nb2_nk2_alpha0.001,2,2,2,0.001,35,97.01162155804678,87.12730673821277,81.78248311940067,83.20619705437917,2.847427869957005,"[80.01935065929698, 85.12849079571106, 86.82013667693059, 80.85681008557809]"
new_identifiable_data,ARX_na2_nb2_nk2_alpha0.01,2,2,2,0.01,35,97.01163781875583,87.12734742034824,81.78243221263304,83.20619876561338,2.847533105960685,"[80.0198953039334, 85.12822318102768, 86.82060846441715, 80.85606811307528]"
new_identifiable_data,ARX_na3_nb2_nk2_alpha0,3,2,2,0.0,36,97.01165209518346,87.11933423124883,81.77371162880904,83.19729582660216,2.8471683955862463,"[80.00686704809756, 85.113194993738, 86.81480837507827, 80.85431288949478]"
new_identifiable_data,ARX_na3_nb2_nk2_alpha0.001,3,2,2,0.001,36,97.01165484692211,87.1192618613186,81.77361749021344,83.19720930606577,2.8471836317046657,"[80.00682188971487, 85.11300238470562, 86.8148326467648, 80.85418030307777]"
new_identifiable_data,ARX_na3_nb2_nk2_alpha0.01,3,2,2,0.01,36,97.01167284277403,87.1187102559418,81.77291527584485,83.19655000204591,2.8472694524021143,"[80.00643845703169, 85.11160156876889, 86.81490623498433, 80.85325374739874]"
new_identifiable_data,ARX_na5_nb5_nk1_alpha0.1,5,5,1,0.1,86,97.0113850496208,87.11906970834626,81.77287890570669,83.19980897334715,2.853860135280911,"[80.05459130260691, 85.05085976398358, 86.88184327826912, 80.81194154852899]"
new_identifiable_data,ARX_na3_nb3_nk2_alpha0,3,3,2,0.0,52,97.01154054009294,87.1167489742762,81.77173390072417,83.1918231323939,2.8401784633394707,"[80.05622951189817, 85.08274581461214, 86.821176725784, 80.80714047728131]"
