dataset,model,na,nb,nk,alpha,n_params,val_FIT_1step,val_FIT_sim,val_robust_score,val_block_mean_FIT_sim,val_block_std_FIT_sim,val_block_FIT_sim
old_feedback_data,ARX_na2_nb1_nk1_alpha0.1,2,1,1,0.1,19,85.86444931368625,66.08892286918302,63.35544724092993,63.9232308372463,1.1355671926327446,"[62.57784552854786, 65.5884429246421, 64.27513474287632, 63.251500152918915]"
old_feedback_data,ARX_na2_nb1_nk1_alpha0.01,2,1,1,0.01,19,85.86445336805603,66.08895309444182,63.35544400352082,63.92325876292493,1.1356295188082162,"[62.5775879826016, 65.58850982005683, 64.27516233515078, 63.25177491389049]"
old_feedback_data,ARX_na2_nb1_nk1_alpha0.001,2,1,1,0.001,19,85.86445376957576,66.08895608106288,63.35544364282923,63.923261517242956,1.1356357488274602,"[62.57756218962703, 65.58851646787664, 64.27516504553579, 63.25180236593238]"
old_feedback_data,ARX_na2_nb1_nk1_alpha0,2,1,1,0.0,19,85.8644538141451,66.0889564125068,63.355443602337566,63.92326182284913,1.1356364410231268,"[62.57755932330983, 65.58851720605581, 64.27516534614182, 63.25180541588906]"
old_feedback_data,ARX_na12_nb1_nk1_alpha0.1,12,1,1,0.1,29,86.63909443796102,64.9369898731862,62.19488990371047,62.68883028008944,0.9878807527579436,"[61.6994151149659, 64.28290581484397, 62.70336541831978, 62.06963477222811]"
old_feedback_data,ARX_na12_nb1_nk1_alpha0.01,12,1,1,0.01,29,86.63908953200998,64.93412620803927,62.19201321938364,62.685771756249764,0.9875170737322504,"[61.69688333864576, 64.2795527817835, 62.69937457051189, 62.06727633405791]"
old_feedback_data,ARX_na12_nb1_nk1_alpha0.001,12,1,1,0.001,29,86.63908898555535,64.93383949945338,62.191725203102656,62.6854655401807,0.9874806741560933,"[61.69662988338136, 64.2792170796628, 62.69897499352335, 62.0670402041553]"
old_feedback_data,ARX_na12_nb1_nk1_alpha0,12,1,1,0.0,29,86.63908892421054,64.93380763910255,62.19169319738694,62.685431512089,0.987476629404121,"[61.696601718568104, 64.2791797749497, 62.69893059055315, 62.06701396428505]"
old_feedback_data,ARX_na8_nb1_nk1_alpha0.1,8,1,1,0.1,25,86.62765939337245,64.79985922082152,62.06762354068348,62.56063993595534,0.9860327905437181,"[61.54002186117189, 64.14238126548797, 62.58671010281711, 61.973446514344374]"
old_feedback_data,ARX_na8_nb1_nk1_alpha0.01,8,1,1,0.01,25,86.62765668463851,64.7971672185377,62.064943243845434,62.55776735015989,0.9856482126289141,"[61.53751632551552, 64.13903373187438, 62.58330293455649, 61.97121640869317]"
old_feedback_data,ARX_na8_nb1_nk1_alpha0.001,8,1,1,0.001,25,86.62765635793089,64.7968977542184,62.06467494923983,62.55747981113078,0.9856097237819073,"[61.537265533919715, 64.13869865425073, 62.582961880476915, 61.970993175875776]"
old_feedback_data,ARX_na8_nb1_nk1_alpha0,8,1,1,0.0,25,86.6276563210027,64.79686781077285,62.064645135753885,62.55744785920053,0.9856054468932932,"[61.537237665513445, 64.1386614197598, 62.58292398179158, 61.97096836973728]"
old_feedback_data,ARX_na3_nb1_nk1_alpha0.1,3,1,1,0.1,20,86.09421520319667,61.344706864670975,58.44872442499803,58.89477896633985,0.8921090826836469,"[59.15130517325164, 59.64953793406278, 57.38002320023185, 59.39824955781313]"
old_feedback_data,ARX_na3_nb1_nk1_alpha0.01,3,1,1,0.01,20,86.09421285201057,61.338065380443155,58.44110108666579,58.88780859759696,0.8934150218623382,"[59.146129989254526, 59.640394559017714, 57.37025828629714, 59.39445155581846]"
old_feedback_data,ARX_na3_nb1_nk1_alpha0.001,3,1,1,0.001,20,86.09421259405619,61.33740047300352,58.440337744781836,58.887110774409166,0.8935460592546569,"[59.145611906853276, 59.63947915029576, 57.36928067995115, 59.39407136053649]"
old_feedback_data,ARX_na3_nb1_nk1_alpha0,3,1,1,0.0,20,86.09421256513818,61.33732658587315,58.440252917694,58.887033229666805,0.8935606239456028,"[59.14555433580324, 59.639377426188986, 57.369172044502626, 59.394029112172376]"
old_feedback_data,ARX_na12_nb5_nk1_alpha0,12,5,1,0.0,93,91.15755389244848,50.2635526317676,45.74937044756861,47.170598661191825,2.8424564272464345,"[50.30720471637249, 47.25632499154354, 42.6199703907113, 48.49889454613995]"
old_feedback_data,ARX_na12_nb5_nk1_alpha0.001,12,5,1,0.001,93,91.15756037250439,50.263548358005636,45.74936813302829,47.170595113729746,2.8424539614029056,"[50.30721262744628, 47.25629895207793, 42.6199798907165, 48.49888898467829]"
old_feedback_data,ARX_na12_nb5_nk1_alpha0.01,12,5,1,0.01,93,91.15761678339062,50.26350642819784,45.74934224865924,47.17055954277085,2.8424345882232207,"[50.30728294992851, 47.25605712260025, 42.62005796100296, 48.49884013755169]"
old_feedback_data,ARX_na12_nb5_nk1_alpha0.1,12,5,1,0.1,93,91.15804326726028,50.26287119380245,45.74875435220594,47.16997516843355,2.8424416324552135,"[50.307949266921845, 47.25317027698909, 42.62033209861805, 48.498449031205205]"
