candidate_id,order,na,nb,nk,residual_model,shrink,train_seconds,arx_val_FIT_sim,arx_test_FIT_sim,val_FIT_sim,val_RMSE_sim,test_FIT_sim,test_RMSE_sim,test_Bias_sim
10,"(2,5,2)",2,5,2,hgb_31,0.6,1.3336093425750732,68.79523200462317,66.40197582319377,70.6721091770045,0.8805232173268188,68.57174003462931,0.915486071117457,-0.03141806916072594
22,"(1,3,2)",1,3,2,hgb_31,0.6,1.1886863708496094,68.2398097308059,66.16944624211062,70.6143178513963,0.8822322968841834,68.72163233194738,0.9110771079581984,-0.04327535182563342
4,"(1,5,2)",1,5,2,random_forest_leaf5,0.4,19.904154062271118,68.95594283365008,66.83374279146224,70.59147675322166,0.8829440774438534,68.66244597809077,0.9128438622297224,0.009672694946377937
16,"(5,3,2)",5,3,2,random_forest_leaf5,0.4,21.38189172744751,68.78755294643855,66.49222223827536,70.5744259836185,0.8834448040183819,68.52563282344548,0.9168078024340778,0.0018856579787963953
18,"(1,1,2)",1,1,2,hgb_31,0.6,1.1913566589355469,68.25214916263313,66.26345701580551,70.56176674857065,0.8837687266878624,68.74173333132347,0.9104511265027969,-0.0504325066336532
8,"(5,1,2)",5,1,2,random_forest_leaf5,0.4,22.668358325958252,68.84107198659018,66.41757488973361,70.54662423665803,0.884279496618811,68.38924787780027,0.9207805203476949,-0.007209781188038593
12,"(2,5,2)",2,5,2,random_forest_leaf5,0.4,19.580581665039062,68.79523200462317,66.40197582319377,70.52435985779503,0.8849591553454561,68.37601560071045,0.9211874046697277,0.010984458658962006
3,"(1,5,2)",1,5,2,extra_trees_leaf5,0.4,4.634199857711792,68.95594283365008,66.83374279146224,70.43622095523742,0.887605385533644,68.61526243496117,0.9142182901035124,0.00991416240058239
15,"(5,3,2)",5,3,2,extra_trees_leaf5,0.4,5.011077642440796,68.78755294643855,66.49222223827536,70.42218652284276,0.888015493464032,68.43806320691674,0.9193585926450247,0.002697165523171427
7,"(5,1,2)",5,1,2,extra_trees_leaf5,0.4,4.235193490982056,68.84107198659018,66.41757488973361,70.40920923483947,0.8884051109325097,68.32929659875127,0.922526823937842,-0.006133479903823399
11,"(2,5,2)",2,5,2,extra_trees_leaf5,0.4,4.320470571517944,68.79523200462317,66.40197582319377,70.37624718494263,0.889406002478582,68.3396828684939,0.9222457550304081,0.008152057612796722
2,"(1,5,2)",1,5,2,hgb_31,0.4,2.703892946243286,68.95594283365008,66.83374279146224,70.36152347212688,0.8898480585083789,68.42102636911524,0.9198762684003232,-0.015476195346399504
6,"(5,1,2)",5,1,2,hgb_31,0.4,1.272641658782959,68.84107198659018,66.41757488973361,70.30966435795567,0.891393749461725,68.1295055378034,0.9283464803746536,-0.026138052226531098
20,"(1,1,2)",1,1,2,random_forest_leaf5,0.4,22.62343192100525,68.25214916263313,66.26345701580551,70.29922917046203,0.8916503987682173,68.57834365221173,0.915210133743441,0.014313159159450648
14,"(5,3,2)",5,3,2,hgb_31,0.4,2.144958257675171,68.78755294643855,66.49222223827536,70.29561195487369,0.8918156451392687,68.28194015460642,0.9239062561991481,-0.008648084878358216
24,"(1,3,2)",1,3,2,random_forest_leaf5,0.4,20.510611057281494,68.2398097308059,66.16944624211062,70.29144698534687,0.8919256946522287,68.49456795208604,0.9176910451278059,0.01566476847860317
28,"(3,1,2)",3,1,2,random_forest_leaf5,0.4,19.92732548713684,68.17677007356254,65.87835493837217,70.27528482940464,0.8923904356808586,68.28447013323094,0.9237895046766997,0.012861620128230175
32,"(2,1,2)",2,1,2,random_forest_leaf5,0.4,19.002824306488037,68.15954878440277,65.9516786753371,70.2684322139659,0.8925749578881887,68.36205454342424,0.9215099284452112,0.014282282633714555
13,"(5,3,2)",5,3,2,ridge_1,0.8,0.09053778648376465,68.78755294643855,66.49222223827536,70.24745147144091,0.8932615686350693,68.37436354592096,0.9212140817764103,0.004304211799283811
5,"(5,1,2)",5,1,2,ridge_1,0.8,0.0832974910736084,68.84107198659018,66.41757488973361,70.24176001975736,0.8934324432427945,68.27858373063454,0.9240040245091018,0.004227620102175967
10,"(2,5,2)",2,5,2,hgb_31,0.4,1.3336093425750732,68.79523200462317,66.40197582319377,70.22961801226411,0.8938083098814599,68.06389654058069,0.9302792427922938,-0.014902567452239907
13,"(5,3,2)",5,3,2,ridge_1,1.0,0.09053778648376465,68.78755294643855,66.49222223827536,70.22612856780684,0.893901746747198,68.49279194284578,0.9177644150135684,0.0018015644153434745
5,"(5,1,2)",5,1,2,ridge_1,1.0,0.0832974910736084,68.84107198659018,66.41757488973361,70.20059756818722,0.8946682646388384,68.392567340484,0.9206838286724895,0.0028179479424118446
19,"(1,1,2)",1,1,2,extra_trees_leaf5,0.4,4.849416255950928,68.25214916263313,66.26345701580551,70.18948231567241,0.8949451222418386,68.54461982725648,0.9161923985230568,0.01181781328521445
25,"(3,1,2)",3,1,2,ridge_1,0.8,0.08973145484924316,68.17677007356254,65.87835493837217,70.18024622407032,0.8952436688214979,68.3636034285913,0.9214845610723682,0.014557793861209206
27,"(3,1,2)",3,1,2,extra_trees_leaf5,0.4,4.669594764709473,68.17677007356254,65.87835493837217,70.18000567228061,0.8952508906271627,68.25987907065908,0.9245057772916663,0.014875493204151985
31,"(2,1,2)",2,1,2,extra_trees_leaf5,0.4,4.831399202346802,68.15954878440277,65.9516786753371,70.17860071042146,0.8952718002165259,68.31888464287015,0.9227673265283195,0.013338094951135242
29,"(2,1,2)",2,1,2,ridge_1,0.8,0.07107114791870117,68.15954878440277,65.9516786753371,70.178197436195,0.8952839069603844,68.46653232793791,0.9184668321144634,0.01707516087653253
23,"(1,3,2)",1,3,2,extra_trees_leaf5,0.4,4.959019184112549,68.2398097308059,66.16944624211062,70.17265965086752,0.8954919900476702,68.4481680872419,0.9190425815992902,0.01230195359202327
9,"(2,5,2)",2,5,2,ridge_1,0.8,0.08941125869750977,68.79523200462317,66.40197582319377,70.16927073082431,0.8956201409037112,68.16550964407125,0.9273193149760193,0.01702108774199558
1,"(1,5,2)",1,5,2,ridge_1,0.8,0.09751105308532715,68.95594283365008,66.83374279146224,70.16581479580435,0.895723899849113,68.40873228291116,0.920234387643621,0.0182952006370749
25,"(3,1,2)",3,1,2,ridge_1,1.0,0.08973145484924316,68.17677007356254,65.87835493837217,70.1556859192573,0.8959810141917313,68.51271300562385,0.9171413934542302,0.010980337692115412
9,"(2,5,2)",2,5,2,ridge_1,1.0,0.08941125869750977,68.79523200462317,66.40197582319377,70.15408291131908,0.8960761309977701,68.27898746145755,0.9240137752702753,0.01554743983101105
29,"(2,1,2)",2,1,2,ridge_1,1.0,0.07107114791870117,68.15954878440277,65.9516786753371,70.15365062428158,0.8960208297411671,68.61860896600153,0.9140373367778416,0.013690995560896204
21,"(1,3,2)",1,3,2,ridge_1,0.8,0.07703614234924316,68.2398097308059,66.16944624211062,70.15057839078547,0.896154925170352,68.54594965245664,0.916194397621375,0.009771240562729358
1,"(1,5,2)",1,5,2,ridge_1,1.0,0.09751105308532715,68.95594283365008,66.83374279146224,70.14522208579803,0.8963421631731846,68.51100583228713,0.9172552214409542,0.017429153433640314
30,"(2,1,2)",2,1,2,hgb_31,0.4,1.1354668140411377,68.15954878440277,65.9516786753371,70.13972721420376,0.8964388261029235,68.16503439622743,0.9272484812850219,0.004246105123380679
17,"(1,1,2)",1,1,2,ridge_1,0.8,0.07482194900512695,68.25214916263313,66.26345701580551,70.13583587656413,0.8965556484163248,68.63442247020156,0.9135767410939714,0.020299606735433812
21,"(1,3,2)",1,3,2,ridge_1,1.0,0.07703614234924316,68.2398097308059,66.16944624211062,70.13518358307903,0.8966171161276442,68.69507364181571,0.9118507101759713,0.004906560759251911
5,"(5,1,2)",5,1,2,ridge_1,0.6,0.0832974910736084,68.84107198659018,66.41757488973361,70.12357178336535,0.8969808118584246,68.02681083712092,0.9313378448181759,0.004788004943402078
13,"(5,3,2)",5,3,2,ridge_1,0.6,0.09053778648376465,68.78755294643855,66.49222223827536,70.11116076752964,0.8973534281223092,68.11744167074134,0.9286978852937097,0.005973537076703654
17,"(1,1,2)",1,1,2,ridge_1,1.0,0.07482194900512695,68.25214916263313,66.26345701580551,70.10602049519227,0.8974507395519128,68.78000815513894,0.9093363060033477,0.017229646935380222
26,"(3,1,2)",3,1,2,hgb_31,0.4,1.1916775703430176,68.17677007356254,65.87835493837217,70.10083039376495,0.8976278776187705,68.09385887072989,0.9293415066300438,0.015286961302174901
1,"(1,5,2)",1,5,2,ridge_1,0.6,0.09751105308532715,68.95594283365008,66.83374279146224,70.05506135174228,0.8990490956323394,68.19265519379425,0.9265285816458373,0.018434192731366435
18,"(1,1,2)",1,1,2,hgb_31,0.4,1.1913566589355469,68.25214916263313,66.26345701580551,70.05346679398585,0.8990284605109541,68.19612173788319,0.9263430086454008,-0.02493670694348417
22,"(1,3,2)",1,3,2,hgb_31,0.4,1.1886863708496094,68.2398097308059,66.16944624211062,70.05110909352516,0.899141244363068,68.1339376370229,0.9281954943361759,-0.021155046728379708
9,"(2,5,2)",2,5,2,ridge_1,0.6,0.08941125869750977,68.79523200462317,66.40197582319377,70.03829318435449,0.89955253315487,67.9238381873436,0.9343590573182483,0.017717627669337297
25,"(3,1,2)",3,1,2,ridge_1,0.6,0.08973145484924316,68.17677007356254,65.87835493837217,69.98884872962631,0.90098977244183,68.0261166559943,0.9313146581825855,0.01710384582478664
29,"(2,1,2)",2,1,2,ridge_1,0.6,0.07107114791870117,68.15954878440277,65.9516786753371,69.98516776134124,0.9010788739511495,68.12437923284193,0.9284326332949463,0.019408716221137202
21,"(1,3,2)",1,3,2,ridge_1,0.6,0.07703614234924316,68.2398097308059,66.16944624211062,69.96346358866303,0.9017725834851295,68.21958883398334,0.9257006440406612,0.013672121647524176
